"region","year","sector","technology","resource","input.price","feed.cost","feed.EJ","product.EJ","non.en.cost","cost"
"EU-15",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,48738820635.9046,10.278199360326,9.2361219,14972253008.1868,63711073644.0914
"Europe_Non_EU",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,4610238731.25948,0.97531868063888,0.8405272,1420746722.08666,6030985453.34614
"European Free Trade Association",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,1852136199.55401,0.40163032930333,0.3582961,585054900.696161,2437191100.25017
"India",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,23053176961.233,4.89882339687882,4.3830282,7136116042.23338,30189293003.4664
"Indonesia",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,3803281861.34925,0.81941831695152,0.7320456,1193646662.30328,4996928523.65253
"Japan",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,9750462377.16869,2.04135394425662,1.9873973,2973640290.59862,12724102667.7673
"Mexico",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,3324371168.73973,0.72974178481536,0.5646492,1063014857.94053,4387386026.68026
"Middle East",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,25382054835.2619,5.5154254073968,5.233054,8034320190.95492,33416375026.2169
"Pakistan",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,971672290.253551,0.20565406933505,0.1946071,299576282.800367,1271248573.05392
"Russia",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,16814075945.5881,3.61380996315252,3.3803982,5264236973.32428,22078312918.9124
"South Africa",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,1852457452.62626,0.38038092194575,0.2863123,554100888.998374,2406558341.62463
"South America_Northern",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,2688177847.48589,0.5801648201674,0.445229,845126093.537851,3533303941.02374
"South America_Southern",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,1878695289.42122,0.40560579924041,0.3351947,590845967.753505,2469541257.17473
"South Asia",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,274125599.352977,0.0580684765604,0.0544135,84588349.8055347,358713949.158512
"South Korea",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,10316931249.4928,2.15751970672742,2.0176109,3142858956.78983,13459790206.2826
"Southeast Asia",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,10986323819.3852,2.33906599802258,2.1719287,3407317439.31949,14393641258.7047
"Taiwan",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,3330252661.03187,0.69791835794919,0.6861477,1016657672.02459,4346910333.05646
"USA",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,49079903051.2691,10.5918540687167,10.2417689,15429153821.8996,64509056873.1687
"Ukraine",2015,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,210604389.780457,0.044153250175,0.032902,64318039.5299225,274922429.31038
"Africa_Eastern",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,236509979.776158,0.05087997775061,0.0500953,74116863.5893136,310626843.365472
"Africa_Northern",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,1794305639.9028,0.390876511508,0.358183,569389814.313704,2363695454.2165
"Africa_Southern",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,21628503.3549197,0.00469997878125,0.0042335,6846459.09064688,28474962.4455666
"Africa_Western",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,292866796.780585,0.06380502458556,0.0535578,92944779.3137853,385811576.09437
"Argentina",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,1241089670.91065,0.27192790882008,0.2165418,396117384.778211,1637207055.68886
"Australia_NZ",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,2369035126.0956,0.50388361369048,0.4814669,734007260.062922,3103042386.15852
"Brazil",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,1958305807.65044,0.42679138589474,0.3347338,621707011.832868,2580012819.48331
"Canada",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,7572935305.40379,1.64376229693536,1.5703119,2394468537.94574,9967403843.34953
"Central America and Caribbean",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,662532754.906827,0.14244527159301,0.1282353,207500027.129538,870032782.036365
"Central Asia",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,1732368351.64651,0.37568840703415,0.3534955,547265302.526646,2279633654.17315
"China",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,27189743076.3082,5.75407732600424,5.1352568,8381964440.79038,35571707517.0986
"Colombia",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,816776599.007733,0.1792513326231,0.130059,261115416.23207,1077892015.2398
"EU-12",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,3614636738.96953,0.7609019386997,0.7009778,1108405854.10385,4723042593.07338
"EU-15",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,28886074997.4511,6.09158846454348,5.4739796,8873616916.30049,37759691913.7516
"Europe_Non_EU",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,2767794095.09125,0.58554045516142,0.5046173,852956781.033641,3620750876.12489
"European Free Trade Association",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,1196587606.41375,0.25947653013853,0.2314801,377979461.452797,1574567067.86655
"India",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,8665135902.96432,1.84135013451551,1.6474751,2682294740.94874,11347430643.9131
"Indonesia",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,2422792130.62115,0.52199135440692,0.4663326,760384805.96456,3183176936.58571
"Japan",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,8874297216.97694,1.85792026322774,1.8088121,2706432447.44385,11580729664.4208
"Mexico",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,4163605782.23469,0.91396446442752,0.7071944,1331372035.33157,5494977817.56625
"Middle East",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,13143609570.548,2.8560571096708,2.7098365,4160418391.65746,17304027962.2054
"Pakistan",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,402164282.747523,0.08511791693335,0.0805457,123991269.596811,526155552.344334
"Russia",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,8659204480.34143,1.86110253845046,1.7408961,2711068067.76079,11370272548.1022
"South Africa",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,1969469115.33335,0.4044079267635,0.3043974,589101026.916391,2558570142.24974
"South America_Northern",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,3485023342.83499,0.75214068997184,0.5772064,1095643343.08198,4580666685.91697
"South America_Southern",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,2072918574.37723,0.44753813982234,0.3698478,651928808.279203,2724847382.65643
"South Asia",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,80895855.563974,0.01713630213208,0.0160577,24962451.3158009,105858306.879775
"South Korea",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,4505340572.11923,0.94217561741954,0.8810783,1372467221.89504,5877807794.01427
"Southeast Asia",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,6633580517.26235,1.41233618161654,1.3114181,2057350115.76081,8690930633.02316
"Taiwan",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,2831063028.40876,0.59330359019231,0.5832973,864265339.833138,3695328368.2419
"USA",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,80729635977.7825,17.4221314659908,16.8462899,25378818906.5088,106108454884.291
"Ukraine",2015,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,173423132.746911,0.03635819260125,0.0270933,52962979.1622409,226386111.909152
"Africa_Eastern",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,29246895.8708171,0.00629183348876,0.0061948,9165313.84307669,38412209.7138938
"Africa_Northern",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,239079280.192474,0.052081692738,0.0477255,75867401.8114446,314946682.003919
"Africa_Southern",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,952808.757692813,0.00020704996875,0.0001865,301609.689478125,1254418.44717094
"Africa_Western",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,4365841.21359763,0.00095115803168,0.0007984,1385551.90474826,5751393.11834588
"Argentina",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,311946848.933815,0.06834885204656,0.0544276,99563772.776224,411510621.710039
"Australia_NZ",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,42430048.0455616,0.00902468929344,0.0086232,13146264.893754,55576312.9393156
"Brazil",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,1501537757.67995,0.32724377268859,0.2566583,476696003.675469,1978233761.35542
"Canada",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,1066136595.54535,0.23141292886656,0.2210724,337099213.479918,1403235809.02527
"Central America and Caribbean",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,35816002.433344,0.00770047994791,0.0069323,11217289.1401205,47033291.5734645
"Central Asia",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,238609211.922972,0.0517457587157,0.048689,75378046.7211602,313987258.644132
"China",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,8301265229.64125,1.75676989300598,1.5678386,2559086703.14181,10860351932.7831
"Colombia",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,108570704.057124,0.02382713144538,0.0172882,34708982.376485,143279686.433609
"EU-12",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,686571201.076227,0.14452720859115,0.1331451,210532784.754728,897103985.830956
"EU-15",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,3388320201.20533,0.71453986925061,0.6420947,1040870227.53736,4429190428.7427
"Europe_Non_EU",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,942646207.724286,0.19942144197286,0.1718609,290497214.521865,1233143422.24615
"European Free Trade Association",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,30167972.4133117,0.0065418367708,0.005836,9529493.62402436,39697466.0373361
"India",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,3170000771.80479,0.67362836693423,0.6027023,981274442.113093,4151275213.91788
"Indonesia",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,57414548.8338029,0.0123699832642,0.011051,18019354.6209601,75433903.4547631
"Japan",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,515198863.177797,0.10786188292846,0.1050109,157122404.861888,672321268.039685
"Mexico",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,772290226.05711,0.16952753448768,0.1311746,246950759.488203,1019240985.54531
"Middle East",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,1823797986.58317,0.396304468588,0.376015,577296719.39214,2401094705.97531
"Pakistan",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,45354369.9882849,0.0095992350958,0.0090836,13983205.7640519,59337575.7523367
"Russia",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,1570695868.32312,0.33758598429062,0.3157817,491761503.316146,2062457371.63927
"South Africa",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,85584645.4792532,0.0175738267595,0.0132278,25599793.4405636,111184438.919817
"South America_Northern",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,432977349.10201,0.09344553825308,0.0717118,136122115.573262,569099464.675272
"South America_Southern",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,143298740.116387,0.03093785370216,0.0255672,45067171.4879365,188365911.604324
"South Asia",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,14248979.4850535,0.00301838475936,0.0028284,4396881.07895971,18645860.5640132
"South Korea",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,808641366.165939,0.16910645626952,0.1581404,246337374.84781,1054978741.01375
"Southeast Asia",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,744225461.893646,0.15845086139792,0.1471288,230815369.79835,975040831.691997
"Taiwan",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,237146429.433607,0.04969858550388,0.0488604,72395929.503502,309542358.937109
"USA",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,9258778015.52073,1.99812182784053,1.9320793,2910664066.6153,12169442082.136
"Ukraine",2015,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,25186497.869678,0.005280354045,0.0039348,7691891.7373515,32878389.6070295
"Africa_Eastern",2015,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,26868826.9339458,0.00578024368307,0.0056911,8420080.97312807,35288907.9070738
"Africa_Northern",2015,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,940490213.187155,0.2048789935576,0.1877426,298447229.915356,1238937443.10251
"Africa_Southern",2015,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,125809072.721525,0.02733892228125,0.0246255,39824608.0870969,165633680.808622
"Africa_Western",2015,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,141149440.017673,0.03075132992052,0.0258126,44795462.2952215,185944902.312894
"Argentina",2015,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,331564889.582595,0.0726472463478,0.0578505,105825243.75484,437390133.337436
"Australia_NZ",2015,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,975634257.415022,0.20751322335888,0.1982814,302284512.466881,1277918769.8819
"Brazil",2015,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,1139779193.80331,0.24840244043444,0.1948228,361847834.980849,1501627028.78416
"Canada",2015,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,1035540297.60505,0.2247717733632,0.214728,327425042.258173,1362965339.86322
"Central America and Caribbean",2015,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,230753674.578522,0.04961229403827,0.0446631,72270228.7255479,303023903.30407
"Central Asia",2015,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,396412090.309508,0.08596752913196,0.0808892,125228899.686526,521640989.996034
"China",2015,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,7589017477.09999,1.60603920636826,1.4333182,2339517311.91664,9928534789.01663
"Colombia",2015,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,254207499.985348,0.05578885730874,0.0404786,81267628.4416416,335475128.42699
"EU-12",2015,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,478602342.63919,0.1007485611083,0.0928142,146760428.966461,625362771.60565
"EU-15",2015,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,8073632641.7873,1.70259363627675,1.5299725,2480168149.96434,10553800791.7516
"Europe_Non_EU",2015,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,1294833463.42559,0.27392838827032,0.2360708,399031483.193375,1693864946.61896
"European Free Trade Association",2015,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,242061793.591656,0.05249039346857,0.0468269,76462756.1656659,318524549.757322
"India",2015,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,4257418391.69533,0.90470570987296,0.8094496,1317884807.57194,5575303199.26727
"Indonesia",2015,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,734643336.992776,0.15827914645924,0.1414022,230565232.647175,965208569.639951
