# File: A44.bld_floorspace_material_intensity_reg.csv
# Title: Building sub-type floorspace material intensity by GCAM region
# Units: kg/m2
# Description: Building sub-type floorspace material intensities based on data from Deetman et al. 2020. There are 2 floorspace sectors: resid floorspace and comm floorspace. Within resid floorspace there are 8 subsectors (4 building sub-types x urban/rural). Within comm floorspace there are 4 subsectors.
# Source: Deetman et al. 2020 Journal of Cleaner Production Supplementary Information;  https://doi.org/10.1016/j.jclepro.2019.118658 (with data processing for use in GCAM)
# Column types: ccccncn
# ----------
region,sector,subsector,material,year,Units,value
Indonesia,resid floorspace,detached rural,aluminium,2010,kg/m2,3.560000001
Japan,resid floorspace,detached rural,aluminium,2010,kg/m2,1.5
Mexico,resid floorspace,detached rural,aluminium,2010,kg/m2,3.56
Middle East,resid floorspace,detached rural,aluminium,2010,kg/m2,0.73
Pakistan,resid floorspace,detached rural,aluminium,2010,kg/m2,3.56
Russia,resid floorspace,detached rural,aluminium,2010,kg/m2,3.56
South Africa,resid floorspace,detached rural,aluminium,2010,kg/m2,3.56
South America_Northern,resid floorspace,detached rural,aluminium,2010,kg/m2,3.56
South America_Southern,resid floorspace,detached rural,aluminium,2010,kg/m2,3.56
South Asia,resid floorspace,detached rural,aluminium,2010,kg/m2,3.56
South Korea,resid floorspace,detached rural,aluminium,2010,kg/m2,3.56
Southeast Asia,resid floorspace,detached rural,aluminium,2010,kg/m2,3.551776091
Taiwan,resid floorspace,detached rural,aluminium,2010,kg/m2,10.21
Argentina,resid floorspace,detached rural,aluminium,2010,kg/m2,3.56
Colombia,resid floorspace,detached rural,aluminium,2010,kg/m2,3.56
USA,resid floorspace,detached rural,aluminium,2015,kg/m2,1.851488473
Africa_Eastern,resid floorspace,detached rural,aluminium,2015,kg/m2,3.560000001
Africa_Northern,resid floorspace,detached rural,aluminium,2015,kg/m2,3.56
Africa_Southern,resid floorspace,detached rural,aluminium,2015,kg/m2,3.56
Africa_Western,resid floorspace,detached rural,aluminium,2015,kg/m2,2.89
Australia_NZ,resid floorspace,detached rural,aluminium,2015,kg/m2,1.9
Brazil,resid floorspace,detached rural,aluminium,2015,kg/m2,3.56
Canada,resid floorspace,detached rural,aluminium,2015,kg/m2,9.269999999
Central America and Caribbean,resid floorspace,detached rural,aluminium,2015,kg/m2,3.56
Central Asia,resid floorspace,detached rural,aluminium,2015,kg/m2,4.082272955
China,resid floorspace,detached rural,aluminium,2015,kg/m2,10.21
EU-12,resid floorspace,detached rural,aluminium,2015,kg/m2,3.554799666
EU-15,resid floorspace,detached rural,aluminium,2015,kg/m2,0.93
Europe_Eastern,resid floorspace,detached rural,aluminium,2015,kg/m2,3.560000001
Europe_Non_EU,resid floorspace,detached rural,aluminium,2015,kg/m2,3.499292572
European Free Trade Association,resid floorspace,detached rural,aluminium,2015,kg/m2,0.93
India,resid floorspace,detached rural,aluminium,2015,kg/m2,3.56
Indonesia,resid floorspace,detached rural,aluminium,2015,kg/m2,3.56
Japan,resid floorspace,detached rural,aluminium,2015,kg/m2,1.5
Mexico,resid floorspace,detached rural,aluminium,2015,kg/m2,3.56
Middle East,resid floorspace,detached rural,aluminium,2015,kg/m2,0.73
Pakistan,resid floorspace,detached rural,aluminium,2015,kg/m2,3.559999999
Russia,resid floorspace,detached rural,aluminium,2015,kg/m2,3.560000001
South Africa,resid floorspace,detached rural,aluminium,2015,kg/m2,3.560000001
South America_Northern,resid floorspace,detached rural,aluminium,2015,kg/m2,3.56
South America_Southern,resid floorspace,detached rural,aluminium,2015,kg/m2,3.56
South Asia,resid floorspace,detached rural,aluminium,2015,kg/m2,3.559999999
South Korea,resid floorspace,detached rural,aluminium,2015,kg/m2,3.56
Southeast Asia,resid floorspace,detached rural,aluminium,2015,kg/m2,3.552355203
Taiwan,resid floorspace,detached rural,aluminium,2015,kg/m2,10.21
Argentina,resid floorspace,detached rural,aluminium,2015,kg/m2,3.56
Colombia,resid floorspace,detached rural,aluminium,2015,kg/m2,3.56
USA,resid floorspace,detached rural,copper,1975,kg/m2,0.810215654
Africa_Eastern,resid floorspace,detached rural,copper,1975,kg/m2,1.73
Africa_Northern,resid floorspace,detached rural,copper,1975,kg/m2,1.73
Africa_Southern,resid floorspace,detached rural,copper,1975,kg/m2,1.73
Africa_Western,resid floorspace,detached rural,copper,1975,kg/m2,1.730000001
Australia_NZ,resid floorspace,detached rural,copper,1975,kg/m2,1.14
Brazil,resid floorspace,detached rural,copper,1975,kg/m2,1.73
Canada,resid floorspace,detached rural,copper,1975,kg/m2,1.73
Central America and Caribbean,resid floorspace,detached rural,copper,1975,kg/m2,1.73
Central Asia,resid floorspace,detached rural,copper,1975,kg/m2,1.73
China,resid floorspace,detached rural,copper,1975,kg/m2,1.73
EU-12,resid floorspace,detached rural,copper,1975,kg/m2,1.732199331
EU-15,resid floorspace,detached rural,copper,1975,kg/m2,3.11
Europe_Eastern,resid floorspace,detached rural,copper,1975,kg/m2,1.73
Europe_Non_EU,resid floorspace,detached rural,copper,1975,kg/m2,1.76855916
European Free Trade Association,resid floorspace,detached rural,copper,1975,kg/m2,3.11
India,resid floorspace,detached rural,copper,1975,kg/m2,2.02
Indonesia,resid floorspace,detached rural,copper,1975,kg/m2,1.73
Japan,resid floorspace,detached rural,copper,1975,kg/m2,1.729999999
Mexico,resid floorspace,detached rural,copper,1975,kg/m2,1.73
Middle East,resid floorspace,detached rural,copper,1975,kg/m2,1.73
Pakistan,resid floorspace,detached rural,copper,1975,kg/m2,1.73
Russia,resid floorspace,detached rural,copper,1975,kg/m2,1.73
South Africa,resid floorspace,detached rural,copper,1975,kg/m2,0.77
South America_Northern,resid floorspace,detached rural,copper,1975,kg/m2,1.73
South America_Southern,resid floorspace,detached rural,copper,1975,kg/m2,1.73
South Asia,resid floorspace,detached rural,copper,1975,kg/m2,1.73
South Korea,resid floorspace,detached rural,copper,1975,kg/m2,1.73
Southeast Asia,resid floorspace,detached rural,copper,1975,kg/m2,1.727647388
Taiwan,resid floorspace,detached rural,copper,1975,kg/m2,1.73
Argentina,resid floorspace,detached rural,copper,1975,kg/m2,1.73
Colombia,resid floorspace,detached rural,copper,1975,kg/m2,1.73
USA,resid floorspace,detached rural,copper,1990,kg/m2,0.806905007
Africa_Eastern,resid floorspace,detached rural,copper,1990,kg/m2,1.73
Africa_Northern,resid floorspace,detached rural,copper,1990,kg/m2,1.73
Africa_Southern,resid floorspace,detached rural,copper,1990,kg/m2,1.73
Africa_Western,resid floorspace,detached rural,copper,1990,kg/m2,1.73
Australia_NZ,resid floorspace,detached rural,copper,1990,kg/m2,1.14
Brazil,resid floorspace,detached rural,copper,1990,kg/m2,1.73
Canada,resid floorspace,detached rural,copper,1990,kg/m2,1.73
Central America and Caribbean,resid floorspace,detached rural,copper,1990,kg/m2,1.73
Central Asia,resid floorspace,detached rural,copper,1990,kg/m2,1.73
China,resid floorspace,detached rural,copper,1990,kg/m2,1.729999999
EU-12,resid floorspace,detached rural,copper,1990,kg/m2,1.73286082
EU-15,resid floorspace,detached rural,copper,1990,kg/m2,3.109999999
Europe_Eastern,resid floorspace,detached rural,copper,1990,kg/m2,1.73
Europe_Non_EU,resid floorspace,detached rural,copper,1990,kg/m2,1.78286761
European Free Trade Association,resid floorspace,detached rural,copper,1990,kg/m2,3.109999999
India,resid floorspace,detached rural,copper,1990,kg/m2,2.02
Indonesia,resid floorspace,detached rural,copper,1990,kg/m2,1.73
Japan,resid floorspace,detached rural,copper,1990,kg/m2,1.73
Mexico,resid floorspace,detached rural,copper,1990,kg/m2,1.73
Middle East,resid floorspace,detached rural,copper,1990,kg/m2,1.73
Pakistan,resid floorspace,detached rural,copper,1990,kg/m2,1.73
Russia,resid floorspace,detached rural,copper,1990,kg/m2,1.73
South Africa,resid floorspace,detached rural,copper,1990,kg/m2,0.77
South America_Northern,resid floorspace,detached rural,copper,1990,kg/m2,1.73
South America_Southern,resid floorspace,detached rural,copper,1990,kg/m2,1.73
South Asia,resid floorspace,detached rural,copper,1990,kg/m2,1.73
South Korea,resid floorspace,detached rural,copper,1990,kg/m2,1.73
Southeast Asia,resid floorspace,detached rural,copper,1990,kg/m2,1.727082193
Taiwan,resid floorspace,detached rural,copper,1990,kg/m2,1.729999999
Argentina,resid floorspace,detached rural,copper,1990,kg/m2,1.73
Colombia,resid floorspace,detached rural,copper,1990,kg/m2,1.73
USA,resid floorspace,detached rural,copper,2005,kg/m2,0.806643935
Africa_Eastern,resid floorspace,detached rural,copper,2005,kg/m2,1.730000001
Africa_Northern,resid floorspace,detached rural,copper,2005,kg/m2,1.73
Africa_Southern,resid floorspace,detached rural,copper,2005,kg/m2,1.73
Africa_Western,resid floorspace,detached rural,copper,2005,kg/m2,1.73
Australia_NZ,resid floorspace,detached rural,copper,2005,kg/m2,1.14
Brazil,resid floorspace,detached rural,copper,2005,kg/m2,1.73
Canada,resid floorspace,detached rural,copper,2005,kg/m2,1.73
Central America and Caribbean,resid floorspace,detached rural,copper,2005,kg/m2,1.73
Central Asia,resid floorspace,detached rural,copper,2005,kg/m2,1.73
China,resid floorspace,detached rural,copper,2005,kg/m2,1.73
EU-12,resid floorspace,detached rural,copper,2005,kg/m2,1.732869647
EU-15,resid floorspace,detached rural,copper,2005,kg/m2,3.109999999
Europe_Eastern,resid floorspace,detached rural,copper,2005,kg/m2,1.73
Europe_Non_EU,resid floorspace,detached rural,copper,2005,kg/m2,1.771883397
European Free Trade Association,resid floorspace,detached rural,copper,2005,kg/m2,3.109999999
India,resid floorspace,detached rural,copper,2005,kg/m2,2.02
Indonesia,resid floorspace,detached rural,copper,2005,kg/m2,1.73
Japan,resid floorspace,detached rural,copper,2005,kg/m2,1.73
Mexico,resid floorspace,detached rural,copper,2005,kg/m2,1.73
Middle East,resid floorspace,detached rural,copper,2005,kg/m2,1.729999999
Pakistan,resid floorspace,detached rural,copper,2005,kg/m2,1.73
Russia,resid floorspace,detached rural,copper,2005,kg/m2,1.73
South Africa,resid floorspace,detached rural,copper,2005,kg/m2,0.77
South America_Northern,resid floorspace,detached rural,copper,2005,kg/m2,1.73
South America_Southern,resid floorspace,detached rural,copper,2005,kg/m2,1.73
South Asia,resid floorspace,detached rural,copper,2005,kg/m2,1.73
South Korea,resid floorspace,detached rural,copper,2005,kg/m2,1.73
Southeast Asia,resid floorspace,detached rural,copper,2005,kg/m2,1.726947939
Taiwan,resid floorspace,detached rural,copper,2005,kg/m2,1.73
Argentina,resid floorspace,detached rural,copper,2005,kg/m2,1.73
Colombia,resid floorspace,detached rural,copper,2005,kg/m2,1.73
USA,resid floorspace,detached rural,copper,2010,kg/m2,0.806660069
Africa_Eastern,resid floorspace,detached rural,copper,2010,kg/m2,1.73
Africa_Northern,resid floorspace,detached rural,copper,2010,kg/m2,1.730000001
Africa_Southern,resid floorspace,detached rural,copper,2010,kg/m2,1.73
Africa_Western,resid floorspace,detached rural,copper,2010,kg/m2,1.73
Australia_NZ,resid floorspace,detached rural,copper,2010,kg/m2,1.14
Brazil,resid floorspace,detached rural,copper,2010,kg/m2,1.73
Canada,resid floorspace,detached rural,copper,2010,kg/m2,1.73
Central America and Caribbean,resid floorspace,detached rural,copper,2010,kg/m2,1.729999999
Central Asia,resid floorspace,detached rural,copper,2010,kg/m2,1.73
China,resid floorspace,detached rural,copper,2010,kg/m2,1.73
EU-12,resid floorspace,detached rural,copper,2010,kg/m2,1.732727587
EU-15,resid floorspace,detached rural,copper,2010,kg/m2,3.109999999
Europe_Eastern,resid floorspace,detached rural,copper,2010,kg/m2,1.73
Europe_Non_EU,resid floorspace,detached rural,copper,2010,kg/m2,1.767573826
European Free Trade Association,resid floorspace,detached rural,copper,2010,kg/m2,3.109999999
India,resid floorspace,detached rural,copper,2010,kg/m2,2.02
Indonesia,resid floorspace,detached rural,copper,2010,kg/m2,1.73
Japan,resid floorspace,detached rural,copper,2010,kg/m2,1.73
Mexico,resid floorspace,detached rural,copper,2010,kg/m2,1.730000001
Middle East,resid floorspace,detached rural,copper,2010,kg/m2,1.73
Pakistan,resid floorspace,detached rural,copper,2010,kg/m2,1.73
Russia,resid floorspace,detached rural,copper,2010,kg/m2,1.73
South Africa,resid floorspace,detached rural,copper,2010,kg/m2,0.77
South America_Northern,resid floorspace,detached rural,copper,2010,kg/m2,1.73
South America_Southern,resid floorspace,detached rural,copper,2010,kg/m2,1.73
South Asia,resid floorspace,detached rural,copper,2010,kg/m2,1.73
South Korea,resid floorspace,detached rural,copper,2010,kg/m2,1.73
Southeast Asia,resid floorspace,detached rural,copper,2010,kg/m2,1.727077044
Taiwan,resid floorspace,detached rural,copper,2010,kg/m2,1.73
Argentina,resid floorspace,detached rural,copper,2010,kg/m2,1.73
Colombia,resid floorspace,detached rural,copper,2010,kg/m2,1.73
USA,resid floorspace,detached rural,copper,2015,kg/m2,0.806211791
Africa_Eastern,resid floorspace,detached rural,copper,2015,kg/m2,1.73
Africa_Northern,resid floorspace,detached rural,copper,2015,kg/m2,1.73
Africa_Southern,resid floorspace,detached rural,copper,2015,kg/m2,1.730000001
Africa_Western,resid floorspace,detached rural,copper,2015,kg/m2,1.73
Australia_NZ,resid floorspace,detached rural,copper,2015,kg/m2,1.14
Brazil,resid floorspace,detached rural,copper,2015,kg/m2,1.73
Canada,resid floorspace,detached rural,copper,2015,kg/m2,1.73
Central America and Caribbean,resid floorspace,detached rural,copper,2015,kg/m2,1.73
Central Asia,resid floorspace,detached rural,copper,2015,kg/m2,1.73
China,resid floorspace,detached rural,copper,2015,kg/m2,1.73
EU-12,resid floorspace,detached rural,copper,2015,kg/m2,1.732728692
EU-15,resid floorspace,detached rural,copper,2015,kg/m2,3.11
Europe_Eastern,resid floorspace,detached rural,copper,2015,kg/m2,1.73
Europe_Non_EU,resid floorspace,detached rural,copper,2015,kg/m2,1.761854088
European Free Trade Association,resid floorspace,detached rural,copper,2015,kg/m2,3.11
India,resid floorspace,detached rural,copper,2015,kg/m2,2.019999999
Indonesia,resid floorspace,detached rural,copper,2015,kg/m2,1.73
Japan,resid floorspace,detached rural,copper,2015,kg/m2,1.73
Mexico,resid floorspace,detached rural,copper,2015,kg/m2,1.73
Middle East,resid floorspace,detached rural,copper,2015,kg/m2,1.73
Pakistan,resid floorspace,detached rural,copper,2015,kg/m2,1.73
Russia,resid floorspace,detached rural,copper,2015,kg/m2,1.73
South Africa,resid floorspace,detached rural,copper,2015,kg/m2,0.77
South America_Northern,resid floorspace,detached rural,copper,2015,kg/m2,1.73
South America_Southern,resid floorspace,detached rural,copper,2015,kg/m2,1.73
South Asia,resid floorspace,detached rural,copper,2015,kg/m2,1.73
South Korea,resid floorspace,detached rural,copper,2015,kg/m2,1.73
Southeast Asia,resid floorspace,detached rural,copper,2015,kg/m2,1.727282873
Taiwan,resid floorspace,detached rural,copper,2015,kg/m2,1.73
Argentina,resid floorspace,detached rural,copper,2015,kg/m2,1.73
Colombia,resid floorspace,detached rural,copper,2015,kg/m2,1.73
USA,resid floorspace,detached rural,steel,1975,kg/m2,7.570204382
Africa_Eastern,resid floorspace,detached rural,steel,1975,kg/m2,32.63
Africa_Northern,resid floorspace,detached rural,steel,1975,kg/m2,32.63
Africa_Southern,resid floorspace,detached rural,steel,1975,kg/m2,32.63
Africa_Western,resid floorspace,detached rural,steel,1975,kg/m2,8.930000003
Australia_NZ,resid floorspace,detached rural,steel,1975,kg/m2,21.05
Brazil,resid floorspace,detached rural,steel,1975,kg/m2,32.63
Canada,resid floorspace,detached rural,steel,1975,kg/m2,32.31000001
Central America and Caribbean,resid floorspace,detached rural,steel,1975,kg/m2,35.5
Central Asia,resid floorspace,detached rural,steel,1975,kg/m2,32.53006144
China,resid floorspace,detached rural,steel,1975,kg/m2,25.79999999
EU-12,resid floorspace,detached rural,steel,1975,kg/m2,32.65433608
EU-15,resid floorspace,detached rural,steel,1975,kg/m2,47.9
Europe_Eastern,resid floorspace,detached rural,steel,1975,kg/m2,32.63000001
Europe_Non_EU,resid floorspace,detached rural,steel,1975,kg/m2,33.05666549
European Free Trade Association,resid floorspace,detached rural,steel,1975,kg/m2,47.9
India,resid floorspace,detached rural,steel,1975,kg/m2,20.77
Indonesia,resid floorspace,detached rural,steel,1975,kg/m2,28.39
Japan,resid floorspace,detached rural,steel,1975,kg/m2,57.21999998
Mexico,resid floorspace,detached rural,steel,1975,kg/m2,32.63
Middle East,resid floorspace,detached rural,steel,1975,kg/m2,102.55
Pakistan,resid floorspace,detached rural,steel,1975,kg/m2,32.62999999
Russia,resid floorspace,detached rural,steel,1975,kg/m2,32.63
South Africa,resid floorspace,detached rural,steel,1975,kg/m2,32.63
South America_Northern,resid floorspace,detached rural,steel,1975,kg/m2,35.14999999
South America_Southern,resid floorspace,detached rural,steel,1975,kg/m2,35.14999999
South Asia,resid floorspace,detached rural,steel,1975,kg/m2,32.62999999
South Korea,resid floorspace,detached rural,steel,1975,kg/m2,32.63000001
Southeast Asia,resid floorspace,detached rural,steel,1975,kg/m2,32.583825
Taiwan,resid floorspace,detached rural,steel,1975,kg/m2,25.79999999
Argentina,resid floorspace,detached rural,steel,1975,kg/m2,35.14999999
Colombia,resid floorspace,detached rural,steel,1975,kg/m2,35.14999999
USA,resid floorspace,detached rural,steel,1990,kg/m2,7.469674631
Africa_Eastern,resid floorspace,detached rural,steel,1990,kg/m2,32.63
Africa_Northern,resid floorspace,detached rural,steel,1990,kg/m2,32.63
Africa_Southern,resid floorspace,detached rural,steel,1990,kg/m2,32.62999999
Africa_Western,resid floorspace,detached rural,steel,1990,kg/m2,8.929999998
Australia_NZ,resid floorspace,detached rural,steel,1990,kg/m2,21.05
Brazil,resid floorspace,detached rural,steel,1990,kg/m2,32.63
Canada,resid floorspace,detached rural,steel,1990,kg/m2,32.31
Central America and Caribbean,resid floorspace,detached rural,steel,1990,kg/m2,35.50000001
Central Asia,resid floorspace,detached rural,steel,1990,kg/m2,32.41628501
China,resid floorspace,detached rural,steel,1990,kg/m2,25.79999999
EU-12,resid floorspace,detached rural,steel,1990,kg/m2,32.66165559
EU-15,resid floorspace,detached rural,steel,1990,kg/m2,47.90000001
Europe_Eastern,resid floorspace,detached rural,steel,1990,kg/m2,32.63
